"trip_id,start_time,end_time,bikeid,tripduration,from_station_id,from_station_name,to_station_id,to_station_name,usertype,gender,birthyear"
"21750173,2019-01-03 08:07:22,2019-01-03 08:15:40,5867,498.0,142,McClurg Ct & Erie St,53,Wells St & Huron St,Subscriber,Male,1988"
"21750174,2019-01-03 08:07:20,2019-01-03 08:09:11,2768,111.0,314,Ravenswood Ave & Berteau Ave,244,Ravenswood Ave & Irving Park Rd,Subscriber,Male,1990"
"21750175,2019-01-03 08:07:30,2019-01-03 08:13:52,1417,382.0,23,Orleans St & Elm St (*),212,Wells St & Hubbard St,Subscriber,Male,1994"
"21750176,2019-01-03 08:07:36,2019-01-03 08:23:24,2532,948.0,129,Blue Island Ave & 18th St,191,Canal St & Monroe St (*),Subscriber,Male,1987"
"21750177,2019-01-03 08:07:39,2019-01-03 08:10:31,2678,172.0,21,Aberdeen St & Jackson Blvd,621,Aberdeen St & Randolph St,Subscriber,Male,1987"
"21750178,2019-01-03 08:07:41,2019-01-03 08:16:47,778,546.0,255,Indiana Ave & Roosevelt Rd,52,Michigan Ave & Lake St,Subscriber,Female,1993"
"21750179,2019-01-03 08:07:51,2019-01-03 08:19:19,605,688.0,140,Dearborn Pkwy & Delaware Pl,40,LaSalle St & Adams St,Subscriber,Male,1976"
"21750180,2019-01-03 08:07:51,2019-01-03 08:25:44,3664,""1,073.0"",182,Wells St & Elm St,638,Clinton St & Jackson Blvd (*),Subscriber,Female,1991"
"21750181,2019-01-03 08:07:56,2019-01-03 08:23:59,5189,963.0,94,Clark St & Armitage Ave,142,McClurg Ct & Erie St,Subscriber,Female,1989"
"21750182,2019-01-03 08:08:10,2019-01-03 08:11:17,4272,187.0,326,Clark St & Leland Ave,293,Broadway & Wilson Ave,Subscriber,Male,1986"
"21750183,2019-01-03 08:08:24,2019-01-03 08:20:08,6227,704.0,133,Kingsbury St & Kinzie St,68,Clinton St & Tilden St,Subscriber,Male,1985"
"21750184,2019-01-03 08:08:29,2019-01-03 08:26:31,4553,""1,082.0"",274,Racine Ave & 15th St,49,Dearborn St & Monroe St,Subscriber,Male,1981"
"21750185,2019-01-03 08:08:40,2019-01-03 08:27:45,5978,""1,145.0"",268,Lake Shore Dr & North Blvd,284,Michigan Ave & Jackson Blvd,Subscriber,Female,1967"
"21750186,2019-01-03 08:08:44,2019-01-03 08:24:07,4997,923.0,190,Southport Ave & Wrightwood Ave,364,Larrabee St & Oak St,Subscriber,Male,1980"
"21750189,2019-01-03 08:09:00,2019-01-03 08:27:19,1298,""1,099.0"",206,Halsted St & Archer Ave,49,Dearborn St & Monroe St,Subscriber,Male,1967"
"21750190,2019-01-03 08:09:01,2019-01-03 08:29:44,6027,""1,243.0"",432,Clark St & Lunt Ave,603,Chicago Ave & Sheridan Rd,Subscriber,Male,1975"
"21750191,2019-01-03 08:09:01,2019-01-03 08:16:27,4151,446.0,77,Clinton St & Madison St,43,Michigan Ave & Washington St,Subscriber,Male,1977"
"21750192,2019-01-03 08:09:01,2019-01-03 08:15:34,3162,393.0,77,Clinton St & Madison St,100,Orleans St & Merchandise Mart Plaza,Subscriber,Female,1989"
"21750193,2019-01-03 08:09:12,2019-01-03 08:21:36,4183,744.0,289,Wells St & Concord Ln,212,Wells St & Hubbard St,Subscriber,Female,1995"
"21750194,2019-01-03 08:09:14,2019-01-03 08:29:15,5534,""1,201.0"",141,Clark St & Lincoln Ave,40,LaSalle St & Adams St,Subscriber,Female,1986"
"21750195,2019-01-03 08:09:17,2019-01-03 08:29:12,6229,""1,195.0"",61,Wood St & Milwaukee Ave,49,Dearborn St & Monroe St,Subscriber,Male,1918"
"21750196,2019-01-03 08:09:27,2019-01-03 08:21:01,832,694.0,241,Morgan St & Polk St,84,Milwaukee Ave & Grand Ave,Subscriber,Male,1990"
"21750197,2019-01-03 08:09:30,2019-01-03 08:17:25,6412,475.0,52,Michigan Ave & Lake St,106,State St & Pearson St,Subscriber,Male,1976"
"21750199,2019-01-03 08:09:34,2019-01-03 08:24:34,5107,900.0,43,Michigan Ave & Washington St,111,Sedgwick St & Huron St,Subscriber,Male,1981"
"21750201,2019-01-03 08:09:37,2019-01-03 08:29:01,2228,""1,164.0"",183,Damen Ave & Thomas St (Augusta Blvd),38,Clark St & Lake St,Subscriber,Female,1993"
"21750202,2019-01-03 08:09:42,2019-01-03 08:15:42,4388,360.0,140,Dearborn Pkwy & Delaware Pl,48,Larrabee St & Kingsbury St,Subscriber,Male,1976"
"21750203,2019-01-03 08:09:46,2019-01-03 08:15:06,4098,320.0,499,Kosciuszko Park,260,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1990"
"21750204,2019-01-03 08:10:00,2019-01-03 08:13:00,375,180.0,96,Desplaines St & Randolph St,621,Aberdeen St & Randolph St,Subscriber,Male,1975"
"21750205,2019-01-03 08:10:00,2019-01-03 08:19:58,1633,598.0,111,Sedgwick St & Huron St,286,Franklin St & Quincy St,Subscriber,Female,1956"
"21750206,2019-01-03 08:10:06,2019-01-03 08:18:09,6171,483.0,74,Kingsbury St & Erie St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1982"
"21750207,2019-01-03 08:10:11,2019-01-03 08:22:43,1397,752.0,137,Morgan Ave & 14th Pl,77,Clinton St & Madison St,Subscriber,Male,1991"
"21750208,2019-01-03 08:10:13,2019-01-03 08:26:51,5583,998.0,129,Blue Island Ave & 18th St,287,Franklin St & Monroe St,Subscriber,Male,1988"
"21750209,2019-01-03 08:10:18,2019-01-03 08:15:32,5957,314.0,39,Wabash Ave & Adams St,51,Clark St & Randolph St,Subscriber,Male,1966"
"21750210,2019-01-03 08:10:25,2019-01-03 08:19:03,604,518.0,31,Franklin St & Chicago Ave,100,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1968"
"21750211,2019-01-03 08:10:28,2019-01-03 08:20:32,6071,604.0,58,Marshfield Ave & Cortland St,127,Lincoln Ave & Fullerton Ave,Subscriber,Male,1974"
"21750212,2019-01-03 08:10:29,2019-01-03 08:18:40,1923,491.0,43,Michigan Ave & Washington St,96,Desplaines St & Randolph St,Subscriber,Male,1971"
"21750213,2019-01-03 08:10:40,2019-01-03 08:17:35,5203,415.0,655,Hoyne Ave & Balmoral Ave,242,Damen Ave & Leland Ave,Subscriber,Male,1980"
"21750214,2019-01-03 08:10:47,2019-01-03 08:36:38,1591,""1,551.0"",226,Racine Ave & Belmont Ave,66,Clinton St & Lake St,Subscriber,Male,1991"
"21750215,2019-01-03 08:10:57,2019-01-03 08:18:29,1925,452.0,217,Racine Ave (May St) & Fulton St,18,Wacker Dr & Washington St,Subscriber,Male,1990"
"21750216,2019-01-03 08:10:58,2019-01-03 08:15:00,2576,242.0,447,Glenwood Ave & Morse Ave,432,Clark St & Lunt Ave,Subscriber,Male,1974"
"21750217,2019-01-03 08:11:02,2019-01-03 08:17:55,6361,413.0,133,Kingsbury St & Kinzie St,77,Clinton St & Madison St,Subscriber,Male,1984"
"21750218,2019-01-03 08:11:04,2019-01-03 08:36:32,3474,""1,528.0"",150,Fort Dearborn Dr & 31st St,150,Fort Dearborn Dr & 31st St,Subscriber,Male,1950"
"21750219,2019-01-03 08:11:05,2019-01-03 08:28:35,1773,""1,050.0"",183,Damen Ave & Thomas St (Augusta Blvd),66,Clinton St & Lake St,Subscriber,Male,1987"
"21750220,2019-01-03 08:11:07,2019-01-03 08:21:44,4282,637.0,338,Calumet Ave & 18th St,90,Millennium Park,Subscriber,Male,1987"
"21750221,2019-01-03 08:11:13,2019-01-03 08:23:22,4302,729.0,183,Damen Ave & Thomas St (Augusta Blvd),122,Ogden Ave & Congress Pkwy,Subscriber,Male,1987"
"21750222,2019-01-03 08:11:18,2019-01-03 08:16:12,6289,294.0,345,Lake Park Ave & 56th St,423,University Ave & 57th St,Subscriber,Male,1996"
"21750223,2019-01-03 08:11:22,2019-01-03 08:32:33,1205,""1,271.0"",288,Larrabee St & Armitage Ave,51,Clark St & Randolph St,Subscriber,Male,1989"
"21750224,2019-01-03 08:11:27,2019-01-03 08:21:53,3923,626.0,233,Sangamon St & Washington Blvd (*),81,Daley Center Plaza,Subscriber,Male,1986"
"21750225,2019-01-03 08:11:41,2019-01-03 08:15:38,4732,237.0,624,Dearborn St & Van Buren St (*),287,Franklin St & Monroe St,Subscriber,Female,1990"
"21750226,2019-01-03 08:11:53,2019-01-03 08:19:16,3845,443.0,192,Canal St & Adams St,81,Daley Center Plaza,Subscriber,Male,1983"
"21750227,2019-01-03 08:11:53,2019-01-03 08:16:42,2332,289.0,394,Clark St & 9th St (AMLI),36,Franklin St & Jackson Blvd,Subscriber,Male,1995"
"21750228,2019-01-03 08:11:55,2019-01-03 08:30:10,6099,""1,095.0"",320,Loomis St & Lexington St,287,Franklin St & Monroe St,Subscriber,Female,1988"
"21750229,2019-01-03 08:12:11,2019-01-03 08:18:15,2402,364.0,181,LaSalle St & Illinois St,84,Milwaukee Ave & Grand Ave,Subscriber,Male,1987"
"21750230,2019-01-03 08:12:12,2019-01-03 08:13:15,4395,63.0,111,Sedgwick St & Huron St,111,Sedgwick St & Huron St,Subscriber,Male,1990"
"21750231,2019-01-03 08:12:15,2019-01-03 08:17:15,64,300.0,41,Federal St & Polk St,37,Dearborn St & Adams St,Subscriber,Female,1990"
"21750232,2019-01-03 08:12:18,2019-01-03 08:20:00,3803,462.0,91,Clinton St & Washington Blvd,43,Michigan Ave & Washington St,Subscriber,Male,1975"
"21750233,2019-01-03 08:12:36,2019-01-03 08:20:30,839,474.0,134,Peoria St & Jackson Blvd,383,Paulina St & Flournoy St,Subscriber,Male,1992"
"21750235,2019-01-03 08:12:55,2019-01-03 08:14:52,846,117.0,359,Larrabee St & Division St,364,Larrabee St & Oak St,Subscriber,Female,1988"
"21750236,2019-01-03 08:13:16,2019-01-03 08:37:05,5333,""1,429.0"",338,Calumet Ave & 18th St,53,Wells St & Huron St,Subscriber,Male,1978"
"21750237,2019-01-03 08:13:18,2019-01-03 08:20:23,1466,425.0,505,Winchester Ave & Elston Ave,69,Damen Ave & Pierce Ave,Subscriber,Male,1988"
"21750238,2019-01-03 08:13:18,2019-01-03 08:20:23,4990,425.0,67,Sheffield Ave & Fullerton Ave,143,Sedgwick St & Webster Ave,Subscriber,Female,1965"
"21750239,2019-01-03 08:13:21,2019-01-03 08:19:51,4143,390.0,41,Federal St & Polk St,287,Franklin St & Monroe St,Subscriber,Male,1986"
"21750240,2019-01-03 08:13:33,2019-01-03 08:21:24,451,471.0,192,Canal St & Adams St,654,Racine Ave & Washington Blvd (*),Subscriber,Male,1974"
"21750241,2019-01-03 08:13:35,2019-01-03 08:24:54,3110,679.0,208,Ashland Ave & 21st St,317,Wood St & Taylor St,Subscriber,Female,1984"
"21750242,2019-01-03 08:13:38,2019-01-03 08:22:02,5965,504.0,111,Sedgwick St & Huron St,71,Morgan St & Lake St,Subscriber,Male,1990"
"21750243,2019-01-03 08:13:42,2019-01-03 08:19:31,2183,349.0,447,Glenwood Ave & Morse Ave,432,Clark St & Lunt Ave,Subscriber,Female,1958"
"21750244,2019-01-03 08:13:44,2019-01-03 08:17:07,5512,203.0,299,Halsted St & Roscoe St,117,Wilton Ave & Belmont Ave,Subscriber,Female,1995"
"21750245,2019-01-03 08:13:59,2019-01-03 08:18:58,2712,299.0,21,Aberdeen St & Jackson Blvd,192,Canal St & Adams St,Subscriber,Male,1989"
"21750246,2019-01-03 08:14:02,2019-01-03 08:24:04,4965,602.0,191,Canal St & Monroe St (*),111,Sedgwick St & Huron St,Subscriber,Male,1976"
"21750247,2019-01-03 08:14:05,2019-01-03 08:24:52,112,647.0,376,Artesian Ave & Hubbard St,217,Racine Ave (May St) & Fulton St,Subscriber,Male,1961"
"21750248,2019-01-03 08:14:22,2019-01-03 08:18:09,6061,227.0,94,Clark St & Armitage Ave,118,Sedgwick St & North Ave,Subscriber,Male,1988"
"21750249,2019-01-03 08:14:30,2019-01-03 08:39:25,5205,""1,495.0"",214,Damen Ave & Grand Ave,49,Dearborn St & Monroe St,Subscriber,Male,1984"
"21750250,2019-01-03 08:14:32,2019-01-03 08:20:22,5337,350.0,166,Ashland Ave & Wrightwood Ave,302,Sheffield Ave & Wrightwood Ave,Subscriber,Female,1978"
"21750251,2019-01-03 08:14:36,2019-01-03 08:22:54,3292,498.0,174,Canal St & Madison St,53,Wells St & Huron St,Subscriber,Male,1970"
"21750252,2019-01-03 08:14:39,2019-01-03 08:34:09,5830,""1,170.0"",374,Western Ave & Walton St,161,Rush St & Superior St,Subscriber,Male,1976"
"21750253,2019-01-03 08:14:53,2019-01-03 08:22:35,6415,462.0,91,Clinton St & Washington Blvd,39,Wabash Ave & Adams St,Subscriber,Male,1959"
"21750254,2019-01-03 08:14:54,2019-01-03 08:20:27,6149,333.0,284,Michigan Ave & Jackson Blvd,287,Franklin St & Monroe St,Subscriber,Male,1964"
"21750255,2019-01-03 08:14:58,2019-01-03 08:17:18,2534,140.0,74,Kingsbury St & Erie St,48,Larrabee St & Kingsbury St,Subscriber,Male,1985"
"21750256,2019-01-03 08:15:08,2019-01-03 08:22:55,1508,467.0,286,Franklin St & Quincy St,43,Michigan Ave & Washington St,Subscriber,Male,1960"
"21750257,2019-01-03 08:15:10,2019-01-03 08:20:27,4025,317.0,523,Eastlake Ter & Rogers Ave,515,Paulina St & Howard St,Subscriber,Female,1964"
"21750258,2019-01-03 08:15:11,2019-01-03 08:32:47,3371,""1,056.0"",219,Damen Ave & Cortland St,48,Larrabee St & Kingsbury St,Subscriber,Male,1985"
"21750259,2019-01-03 08:15:11,2019-01-03 08:49:40,254,""2,069.0"",486,Oakley Ave & Irving Park Rd,84,Milwaukee Ave & Grand Ave,Subscriber,Male,1980"
"21750260,2019-01-03 08:15:14,2019-01-03 08:25:12,3251,598.0,264,Stetson Ave & South Water St,287,Franklin St & Monroe St,Subscriber,Male,1983"
"21750261,2019-01-03 08:15:10,2019-01-03 08:18:02,2301,172.0,482,Campbell Ave & Montrose Ave,478,Rockwell St & Eastwood Ave,Subscriber,Male,1978"
"21750262,2019-01-03 08:15:18,2019-01-03 08:23:30,2552,492.0,192,Canal St & Adams St,43,Michigan Ave & Washington St,Subscriber,Male,1978"
"21750263,2019-01-03 08:15:27,2019-01-03 08:29:26,2594,839.0,289,Wells St & Concord Ln,52,Michigan Ave & Lake St,Subscriber,Male,1994"
"21750264,2019-01-03 08:15:46,2019-01-03 08:33:28,4953,""1,062.0"",61,Wood St & Milwaukee Ave,164,Franklin St & Lake St,Subscriber,Male,1986"
"21750265,2019-01-03 08:15:46,2019-01-03 08:44:52,1709,""1,746.0"",114,Sheffield Ave & Waveland Ave,164,Franklin St & Lake St,Subscriber,Male,1994"
"21750266,2019-01-03 08:15:49,2019-01-03 08:51:27,3858,""2,138.0"",223,Clifton Ave & Armitage Ave,90,Millennium Park,Subscriber,Male,1979"
"21750267,2019-01-03 08:15:49,2019-01-03 08:28:05,5434,736.0,75,Canal St & Jackson Blvd,168,Michigan Ave & 14th St,Subscriber,Male,1969"
"21750268,2019-01-03 08:15:59,2019-01-03 08:20:21,5245,262.0,41,Federal St & Polk St,37,Dearborn St & Adams St,Subscriber,Male,1986"
"21750269,2019-01-03 08:16:02,2019-01-03 08:24:14,1252,492.0,420,Ellis Ave & 55th St,252,Greenwood Ave & 47th St,Subscriber,Male,1994"
"21750270,2019-01-03 08:16:12,2019-01-03 08:27:11,4333,659.0,168,Michigan Ave & 14th St,49,Dearborn St & Monroe St,Subscriber,Male,1982"
"21750271,2019-01-03 08:16:12,2019-01-03 08:22:52,5532,400.0,439,Kedzie Ave & 21st St,437,Washtenaw Ave & Ogden Ave (*),Subscriber,Male,1989"
"21750272,2019-01-03 08:16:27,2019-01-03 08:20:35,4807,248.0,188,Greenview Ave & Fullerton Ave,67,Sheffield Ave & Fullerton Ave,Subscriber,Male,1995"
"21750273,2019-01-03 08:16:29,2019-01-03 08:21:26,4227,297.0,464,Damen Ave & Foster Ave,242,Damen Ave & Leland Ave,Subscriber,Male,1987"
"21750274,2019-01-03 08:16:33,2019-01-03 08:22:31,5622,358.0,296,Broadway & Belmont Ave,13,Wilton Ave & Diversey Pkwy,Subscriber,Male,1993"
"21750276,2019-01-03 08:16:43,2019-01-03 08:22:46,5987,363.0,41,Federal St & Polk St,286,Franklin St & Quincy St,Subscriber,Male,1952"
"21750278,2019-01-03 08:16:44,2019-01-03 08:29:40,4064,776.0,196,Cityfront Plaza Dr & Pioneer Ct,75,Canal St & Jackson Blvd,Subscriber,Male,1987"
"21750279,2019-01-03 08:16:46,2019-01-03 08:19:52,336,186.0,74,Kingsbury St & Erie St,31,Franklin St & Chicago Ave,Subscriber,Male,1976"
"21750281,2019-01-03 08:16:58,2019-01-03 08:26:48,2274,590.0,77,Clinton St & Madison St,140,Dearborn Pkwy & Delaware Pl,Subscriber,Male,1983"
"21750282,2019-01-03 08:17:08,2019-01-03 08:21:15,4857,247.0,133,Kingsbury St & Kinzie St,77,Clinton St & Madison St,Subscriber,Male,1991"
"21750283,2019-01-03 08:17:10,2019-01-03 08:27:24,2820,614.0,77,Clinton St & Madison St,48,Larrabee St & Kingsbury St,Subscriber,Male,1996"
"21750284,2019-01-03 08:17:19,2019-01-03 08:28:06,4735,647.0,228,Damen Ave & Melrose Ave,117,Wilton Ave & Belmont Ave,Subscriber,Female,1984"
"21750285,2019-01-03 08:17:23,2019-01-03 08:21:18,6269,235.0,71,Morgan St & Lake St,66,Clinton St & Lake St,Subscriber,Male,1968"
"21750286,2019-01-03 08:17:30,2019-01-03 08:23:29,5945,359.0,660,Sheridan Rd & Columbia Ave,432,Clark St & Lunt Ave,Subscriber,Male,1977"
"21750287,2019-01-03 08:17:34,2019-01-03 08:21:57,4583,263.0,622,California Ave & Cortez St,276,California Ave & North Ave,Subscriber,Female,1984"
"21750288,2019-01-03 08:17:40,2019-01-03 08:28:54,774,674.0,94,Clark St & Armitage Ave,172,Rush St & Cedar St,Subscriber,Female,1975"
"21750290,2019-01-03 08:17:54,2019-01-03 08:32:01,4168,847.0,486,Oakley Ave & Irving Park Rd,293,Broadway & Wilson Ave,Subscriber,Female,1983"
"21750291,2019-01-03 08:17:57,2019-01-03 08:26:11,5792,494.0,75,Canal St & Jackson Blvd,43,Michigan Ave & Washington St,Subscriber,Male,1977"
"21750292,2019-01-03 08:17:49,2019-01-03 08:34:40,3813,""1,011.0"",273,Michigan Ave & 18th St,109,900 W Harrison St,Subscriber,Male,1983"
"21750293,2019-01-03 08:18:03,2019-01-03 08:32:40,5265,877.0,18,Wacker Dr & Washington St,195,Columbus Dr & Randolph St,Subscriber,Male,1960"
"21750294,2019-01-03 08:18:04,2019-01-03 08:25:02,29,418.0,654,Racine Ave & Washington Blvd (*),18,Wacker Dr & Washington St,Subscriber,Male,1977"
"21750296,2019-01-03 08:18:28,2019-01-03 08:19:56,6359,88.0,302,Sheffield Ave & Wrightwood Ave,67,Sheffield Ave & Fullerton Ave,Subscriber,Male,1992"
"21750297,2019-01-03 08:18:30,2019-01-03 08:29:48,4680,678.0,455,Maplewood Ave & Peterson Ave,454,Broadway & Granville Ave,Subscriber,Male,1985"
"21750298,2019-01-03 08:18:38,2019-01-03 08:29:03,6141,625.0,172,Rush St & Cedar St,133,Kingsbury St & Kinzie St,Subscriber,Male,1987"
"21750299,2019-01-03 08:18:56,2019-01-03 08:34:03,5763,907.0,638,Clinton St & Jackson Blvd (*),48,Larrabee St & Kingsbury St,Subscriber,Male,1979"
"21750301,2019-01-03 08:18:59,2019-01-03 08:28:17,1636,558.0,303,Broadway & Cornelia Ave,332,Burling St (Halsted) & Diversey Pkwy (Temp),Subscriber,Male,1996"
"21750302,2019-01-03 08:19:02,2019-01-03 08:23:31,276,269.0,24,Fairbanks Ct & Grand Ave,181,LaSalle St & Illinois St,Subscriber,Female,1990"
"21750303,2019-01-03 08:19:07,2019-01-03 08:25:34,1516,387.0,344,Ravenswood Ave & Lawrence Ave,293,Broadway & Wilson Ave,Subscriber,Male,1988"
"21750304,2019-01-03 08:19:09,2019-01-03 08:34:32,5983,923.0,128,Damen Ave & Chicago Ave,80,Aberdeen St & Monroe St,Subscriber,Female,1991"
"21750305,2019-01-03 08:19:10,2019-01-03 08:31:26,3657,736.0,340,Clark St & Wrightwood Ave,223,Clifton Ave & Armitage Ave,Subscriber,Male,1957"
"21750306,2019-01-03 08:19:13,2019-01-03 08:23:50,4187,277.0,591,Kilbourn Ave & Milwaukee Ave,483,Avondale Ave & Irving Park Rd,Subscriber,Male,1987"
"21750307,2019-01-03 08:19:13,2019-01-03 08:43:30,61,""1,457.0"",143,Sedgwick St & Webster Ave,75,Canal St & Jackson Blvd,Subscriber,Male,1955"
"21750308,2019-01-03 08:19:19,2019-01-03 08:33:48,4493,869.0,291,Wells St & Evergreen Ave,91,Clinton St & Washington Blvd,Subscriber,Female,1984"
"21750310,2019-01-03 08:19:28,2019-01-03 08:23:37,70,249.0,283,LaSalle St & Jackson Blvd,81,Daley Center Plaza,Subscriber,Female,1981"
"21750311,2019-01-03 08:19:31,2019-01-03 08:25:46,3454,375.0,18,Wacker Dr & Washington St,194,Wabash Ave & Wacker Pl,Subscriber,Male,1962"
"21750312,2019-01-03 08:19:32,2019-01-03 08:23:09,4800,217.0,94,Clark St & Armitage Ave,118,Sedgwick St & North Ave,Subscriber,Female,1985"
"21750313,2019-01-03 08:19:37,2019-01-03 08:23:43,850,246.0,190,Southport Ave & Wrightwood Ave,67,Sheffield Ave & Fullerton Ave,Subscriber,Male,1988"
"21750314,2019-01-03 08:19:41,2019-01-03 08:38:29,2712,""1,128.0"",192,Canal St & Adams St,211,St. Clair St & Erie St,Subscriber,Male,1961"
"21750315,2019-01-03 08:19:42,2019-01-03 08:35:17,6231,935.0,110,Dearborn St & Erie St,638,Clinton St & Jackson Blvd (*),Subscriber,Female,1988"
"21750317,2019-01-03 08:19:43,2019-01-03 08:25:33,5341,350.0,264,Stetson Ave & South Water St,39,Wabash Ave & Adams St,Subscriber,Male,1982"
"21750318,2019-01-03 08:19:46,2019-01-03 08:22:24,5530,158.0,229,Southport Ave & Roscoe St,227,Southport Ave & Waveland Ave,Subscriber,Male,1991"
"21750319,2019-01-03 08:19:47,2019-01-03 08:28:51,3545,544.0,110,Dearborn St & Erie St,286,Franklin St & Quincy St,Subscriber,Male,1986"
"21750320,2019-01-03 08:19:48,2019-01-03 08:25:15,5600,327.0,24,Fairbanks Ct & Grand Ave,212,Wells St & Hubbard St,Subscriber,Female,1994"
"21750321,2019-01-03 08:19:54,2019-01-03 08:23:32,2663,218.0,68,Clinton St & Tilden St,286,Franklin St & Quincy St,Subscriber,Male,1968"
"21750322,2019-01-03 08:20:00,2019-01-03 08:34:44,1117,884.0,49,Dearborn St & Monroe St,255,Indiana Ave & Roosevelt Rd,Subscriber,Female,1954"
"21750324,2019-01-03 08:20:10,2019-01-03 08:28:51,5616,521.0,236,Sedgwick St & Schiller St,161,Rush St & Superior St,Subscriber,Female,1992"
"21750325,2019-01-03 08:20:13,2019-01-03 08:25:12,1913,299.0,160,Campbell Ave & North Ave,69,Damen Ave & Pierce Ave,Subscriber,Male,1996"
"21750326,2019-01-03 08:20:12,2019-01-03 08:23:45,312,213.0,322,Kimbark Ave & 53rd St,417,Cornell Ave & Hyde Park Blvd,Subscriber,Male,1960"
"21750327,2019-01-03 08:20:16,2019-01-03 08:23:22,3241,186.0,318,Southport Ave & Irving Park Rd,240,Sheridan Rd & Irving Park Rd,Subscriber,Male,1992"
"21750328,2019-01-03 08:20:17,2019-01-03 08:29:50,3212,573.0,475,Washtenaw Ave & Lawrence Ave,344,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1976"
"21750329,2019-01-03 08:20:25,2019-01-03 08:41:58,1617,""1,293.0"",638,Clinton St & Jackson Blvd (*),97,Field Museum,Subscriber,Male,1955"
"21750330,2019-01-03 08:20:31,2019-01-03 08:31:50,2383,679.0,36,Franklin St & Jackson Blvd,48,Larrabee St & Kingsbury St,Subscriber,Male,1981"
"21750331,2019-01-03 08:20:37,2019-01-03 08:31:03,1364,626.0,77,Clinton St & Madison St,654,Racine Ave & Washington Blvd (*),Subscriber,Male,1991"
"21750332,2019-01-03 08:20:48,2019-01-03 08:28:36,3942,468.0,142,McClurg Ct & Erie St,81,Daley Center Plaza,Subscriber,Male,1991"
"21750333,2019-01-03 08:20:53,2019-01-03 08:28:28,4269,455.0,331,Halsted St & Clybourn Ave (*),620,Orleans St & Chestnut St (NEXT Apts),Subscriber,Female,1994"
"21750334,2019-01-03 08:20:53,2019-01-03 08:31:38,2589,645.0,41,Federal St & Polk St,97,Field Museum,Subscriber,Female,1982"
"21750335,2019-01-03 08:20:55,2019-01-03 08:28:40,6331,465.0,66,Clinton St & Lake St,283,LaSalle St & Jackson Blvd,Subscriber,Male,1983"
"21750336,2019-01-03 08:21:00,2019-01-03 08:28:59,5985,479.0,22,May St & Taylor St,317,Wood St & Taylor St,Subscriber,Male,1981"
"21750337,2019-01-03 08:21:17,2019-01-03 08:30:31,6198,554.0,181,LaSalle St & Illinois St,173,Mies van der Rohe Way & Chicago Ave,Subscriber,Male,1984"
"21750338,2019-01-03 08:21:19,2019-01-03 08:28:53,4150,454.0,133,Kingsbury St & Kinzie St,81,Daley Center Plaza,Subscriber,Female,1986"
"21750341,2019-01-03 08:21:25,2019-01-03 08:44:50,3369,""1,405.0"",289,Wells St & Concord Ln,284,Michigan Ave & Jackson Blvd,Subscriber,Female,1969"
"21750342,2019-01-03 08:21:27,2019-01-03 08:33:41,2918,734.0,29,Noble St & Milwaukee Ave,91,Clinton St & Washington Blvd,Subscriber,Male,1989"
"21750343,2019-01-03 08:21:56,2019-01-03 08:30:16,5968,500.0,283,LaSalle St & Jackson Blvd,47,State St & Kinzie St,Subscriber,Male,1981"
"21750344,2019-01-03 08:21:57,2019-01-03 08:25:11,3349,194.0,174,Canal St & Madison St,133,Kingsbury St & Kinzie St,Subscriber,Male,1968"
"21750345,2019-01-03 08:22:06,2019-01-03 08:31:50,1164,584.0,255,Indiana Ave & Roosevelt Rd,195,Columbus Dr & Randolph St,Subscriber,Male,1983"
"21750346,2019-01-03 08:22:07,2019-01-03 08:34:17,2470,730.0,172,Rush St & Cedar St,43,Michigan Ave & Washington St,Subscriber,Male,1958"
"21750347,2019-01-03 08:22:10,2019-01-03 08:47:10,4784,""1,500.0"",69,Damen Ave & Pierce Ave,624,Dearborn St & Van Buren St (*),Customer,,"
"21750348,2019-01-03 08:22:14,2019-01-03 08:26:54,5984,280.0,146,Loomis St & Jackson Blvd,621,Aberdeen St & Randolph St,Subscriber,Male,1990"
"21750349,2019-01-03 08:22:15,2019-01-03 08:27:31,4978,316.0,234,Clark St & Montrose Ave,293,Broadway & Wilson Ave,Subscriber,Male,1968"
"21750350,2019-01-03 08:22:19,2019-01-03 08:37:36,4098,917.0,260,Kedzie Ave & Milwaukee Ave,69,Damen Ave & Pierce Ave,Subscriber,Male,1988"
"21750351,2019-01-03 08:22:21,2019-01-03 08:25:12,5050,171.0,165,Clark St & Grace St,240,Sheridan Rd & Irving Park Rd,Subscriber,Male,1983"
"21750352,2019-01-03 08:22:22,2019-01-03 08:30:39,369,497.0,18,Wacker Dr & Washington St,264,Stetson Ave & South Water St,Subscriber,Male,1976"
"21750353,2019-01-03 08:22:33,2019-01-03 08:45:50,4312,""1,397.0"",183,Damen Ave & Thomas St (Augusta Blvd),37,Dearborn St & Adams St,Subscriber,Male,1984"
"21750354,2019-01-03 08:22:36,2019-01-03 08:29:22,84,406.0,255,Indiana Ave & Roosevelt Rd,49,Dearborn St & Monroe St,Subscriber,Male,1985"
